batch,source,timeline,k,k_wanted,home,M,rho,verdict,gate_loss,expert_loss,central_loss,deltas
3328,ultrachat,TA,2,56,2,128,0.42,HELDOUT,,,,e80:-0.044;e82*:-0.042
3329,slimorca,TA,2,45,3,29,0.43,ADMIT,0.066,-0.023,0.311,e89:-0.062;e9*:-0.159
3330,slimorca,TB,2,19,2,100,0.42,ADMIT,0.055,-0.002,0.676,e15:-0.059;e17*:-0.053
3331,camel_science,TA,2,5,2,3,0.55,REFUSE,,,0.083,e37:-0.042;e39*:-0.292
3332,python_instructions,TB,2,8,1,28,0.63,HELDOUT,,,,e79:+0.004;e83*:-0.009
3333,ai2_arc,TB,2,8,2,3,0.47,HELDOUT,,,,e67:+0.000;e72*:+0.000
3334,github_code,TB,2,3,1,95,0.61,HELDOUT,,,,e16:-0.005;e18*:-0.003
3335,metamath,TA,2,10,3,128,0.5,ADMIT,0.002,,0.139,e11:-0.088;e35*:-0.040
3336,python_instructions,TB,2,8,1,39,0.6,ADMIT,0.148,,0.396,e19:+0.002;e59*:+0.005
3337,github_code,TB,2,9,1,69,0.61,HELDOUT,,,,e63:-0.025;e65*:-0.018
3338,slimorca,TA,2,46,2,114,0.42,ADMIT,0.047,0.012,1.297,e78:-0.227;e80*:-0.118
3339,gsm8k,TB,2,9,0,55,0.57,ADMIT,0.289,,0.391,e96:-0.074;e97*:-0.122
3340,github_code,TB,2,4,1,66,0.63,ADMIT,0.048,-0.009,0.613,e75:-0.019;e79*:-0.032
3341,gsm8k,TA,2,8,2,117,0.52,ADMIT,0.063,-0.0,0.196,e82:-0.073;e15*:-0.091
3342,ultrachat,TA,2,62,3,128,0.43,ADMIT,0.063,0.007,1.391,e38:-0.069;e56*:-0.032
3343,gsm8k,TB,2,12,0,128,0.57,ADMIT,0.031,0.011,0.404,e4:-0.155;e14*:-0.143
3344,python_instructions,TB,2,7,1,55,0.63,HELDOUT,,,,e83:+0.000;e16*:-0.011
3345,gsm8k,TA,2,10,3,128,0.55,ADMIT,0.166,-0.003,0.237,e71:-0.059;e74*:-0.043
3346,metamath,TB,2,8,1,128,0.53,ADMIT,0.598,-0.002,0.375,e18:-0.054;e19*:-0.097
3347,metamath,TB,2,6,1,128,0.53,ADMIT,0.015,0.008,0.391,e59:-0.075;e63*:-0.021
3348,gsm8k,TA,2,9,3,101,0.54,ADMIT,0.087,-0.004,0.426,e86:-0.066;e89*:+0.003
3349,python_instructions,TB,2,4,1,28,0.63,HELDOUT,,,,e65:-0.181;e75*:-0.181
3350,gsm8k,TA,2,10,3,128,0.51,ADMIT,0.364,,0.586,e9:-0.040;e11*:-0.054
3351,slimorca,TA,2,32,3,11,0.43,HELDOUT,,,,e35:-0.406;e38*:-0.267
3352,ultrachat,TA,2,45,2,128,0.4,ADMIT,0.038,-0.019,1.203,e17:-0.013;e37*:-0.016
3353,slimorca,TB,2,11,2,20,0.45,ADMIT,0.125,0.007,1.398,e39:-0.127;e67*:-0.197
3354,slimorca,TA,2,10,2,60,0.44,HELDOUT,,,,e72:-0.206;e78*:-0.159
3355,gsm8k,TA,2,10,0,128,0.52,ADMIT,0.18,0.005,0.941,e31:-0.099;e40*:-0.090
3356,camel_science,TA,2,4,2,3,0.55,REFUSE,,,0.5,e80:-1.667;e82*:-2.208
3357,camel_science,TA,2,4,2,3,0.63,REFUSE,,,4.688,e15:-0.938;e17*:-0.729
3358,metamath,TB,2,10,3,128,0.5,ADMIT,0.104,,0.25,e56:-0.028;e71*:-0.049
3359,github_code,TB,2,7,1,118,0.63,ADMIT,0.221,-0.019,0.473,e79:-0.010;e83*:-0.009
3360,camel_science,TA,2,4,2,2,0.63,REFUSE,,,0.0,e37:-2.188;e39*:-3.672
3361,gsm8k,TB,2,11,0,128,0.53,ADMIT,0.492,,0.559,e44:-0.038;e55*:-0.034
3362,ai2_arc,TA,2,8,2,1,0.4,REFUSE,,,0.0,e67:-1.125;e72*:-0.938
3363,slimorca,TA,2,6,2,128,0.41,HELDOUT,,,,e78:-0.048;e80*:-0.081
3364,camel_science,TA,2,5,2,3,0.4,REFUSE,,,0.0,e82:+0.000;e15*:-1.625
3365,ai2_arc,TB,4,8,2,5,0.4,ADMIT,0.435,0.012,0.0,e17:-0.300;e37:-0.588;e39:-1.062;e67*:-1.525
3366,metamath,TA,4,12,3,128,0.49,HELDOUT,,,,e74:-0.066;e86:-0.051;e89:-0.073;e9*:-0.077
3367,ultrachat,TB,4,91,2,128,0.43,ADMIT,0.023,,0.727,e72:-0.028;e78:-0.028;e80:-0.052;e82*:-0.051
3368,gsm8k,TA,4,8,3,93,0.53,ADMIT,0.253,0.018,0.527,e11:-0.106;e35:-0.104;e38:-0.112;e56*:-0.073
3369,github_code,TB,4,4,1,28,0.61,ADMIT,0.172,,0.275,e16:-0.004;e18:-0.065;e19:-0.011;e59*:+0.020
3370,metamath,TB,2,9,0,128,0.48,ADMIT,0.335,,0.371,e61:-0.050;e96*:-0.122
3371,metamath,TB,2,8,0,110,0.48,ADMIT,0.178,-0.01,0.297,e97:-0.035;e4*:-0.038
3372,ultrachat,TB,3,61,3,128,0.45,ADMIT,0.119,,1.523,e71:-0.038;e74:-0.017;e86*:-0.043
3373,ultrachat,TA,3,37,3,128,0.45,ADMIT,0.432,,1.641,e89:-0.086;e9:-0.056;e11*:-0.069
3374,gsm8k,TA,2,11,3,128,0.56,ADMIT,0.066,0.011,0.48,e35:-0.089;e38*:-0.093
3375,camel_science,TA,2,2,2,5,0.44,ADMIT,1.265,-0.011,0.075,e15:-1.113;e17*:-2.038
3376,python_instructions,TB,2,4,1,65,0.62,HELDOUT,,,,e63:-0.042;e65*:+0.009
3377,ultrachat,TB,3,49,2,107,0.42,ADMIT,0.169,,1.062,e37:-0.038;e39:-0.019;e67*:-0.029
3378,python_instructions,TB,2,5,1,32,0.63,HELDOUT,,,,e75:-0.059;e79*:-0.004
3379,ai2_arc,TA,2,13,2,11,0.44,HELDOUT,,,,e72:-0.369;e78*:-0.210
3380,gsm8k,TA,2,7,3,95,0.52,ADMIT,0.055,,1.258,e56:-0.032;e71*:+0.016
3381,ai2_arc,TA,2,7,2,3,0.47,REFUSE,,,0.0,e80:-0.208;e82*:-0.208
3382,slimorca,TA,3,158,2,91,0.42,HELDOUT,,,,e15:-0.069;e17:-0.084;e37*:-0.019
3383,github_code,TB,2,3,1,49,0.6,ADMIT,0.101,,0.555,e83:-0.001;e16*:+0.005
3384,python_instructions,TB,2,4,1,128,0.62,ADMIT,0.344,,0.75,e18:-0.005;e19*:-0.005
3385,github_code,TB,2,4,1,37,0.63,ADMIT,0.01,,0.123,e59:-0.035;e63*:-0.100
3386,python_instructions,TB,2,6,1,58,0.63,HELDOUT,,,,e65:+0.031;e75*:+0.031
3387,ultrachat,TB,2,97,2,128,0.42,ADMIT,0.042,,1.547,e39:-0.032;e67*:+0.023
3388,ultrachat,TA,2,42,2,80,0.43,ADMIT,0.002,,0.566,e72:-0.015;e78*:-0.006
3389,camel_science,TA,2,2,2,1,0.63,REFUSE,,,0.0,e80:+0.000;e82*:+0.000
3390,slimorca,TA,2,8,2,22,0.39,ADMIT,0.023,-0.01,0.268,e15:-0.125;e17*:-0.099
3391,camel_science,TA,2,2,2,3,0.63,HELDOUT,,,,e37:+0.042;e39*:-1.542
3392,github_code,TB,2,3,1,108,0.6,ADMIT,0.054,-0.002,1.273,e79:+0.010;e83*:+0.001
3393,camel_science,TA,2,2,2,2,0.51,REFUSE,,,0.0,e67:-0.469;e72*:-0.469
3394,ultrachat,TA,2,60,3,128,0.46,HELDOUT,,,,e74:+0.010;e86*:+0.014
3395,metamath,TA,2,10,3,128,0.5,ADMIT,0.117,-0.017,0.148,e89:-0.046;e9*:-0.066
3396,slimorca,TB,2,35,2,37,0.4,ADMIT,0.034,,0.918,e78:-0.071;e80*:-0.410
3397,gsm8k,TA,2,14,0,72,0.52,ADMIT,0.748,-0.004,0.277,e14:-0.078;e31*:-0.046
3398,ai2_arc,TA,2,9,2,7,0.46,ADMIT,0.065,0.009,0.0,e82:-0.107;e15*:-0.062
3399,ai2_arc,TA,2,7,2,3,0.55,REFUSE,,,0.0,e17:-1.167;e37*:-1.167
3400,ai2_arc,TB,2,15,1,15,0.6,ADMIT,0.36,0.015,0.008,e16:-0.175;e18*:-0.275
3401,python_instructions,TB,2,5,1,88,0.59,ADMIT,0.031,-0.003,0.805,e19:+0.020;e59*:+0.016
3402,gsm8k,TB,3,10,0,115,0.51,ADMIT,0.064,,0.98,e40:-0.007;e44:-0.053;e55*:-0.059
3403,github_code,TB,2,7,1,58,0.61,ADMIT,0.023,,0.279,e63:-0.071;e65*:-0.050
3404,ultrachat,TB,3,58,2,41,0.4,ADMIT,0.044,-0.009,0.891,e39:-0.154;e67:-0.259;e72*:-0.186
3405,slimorca,TA,3,15,2,128,0.42,HELDOUT,,,,e78:-0.085;e80:-0.104;e82*:-0.041
3406,slimorca,TA,3,41,3,8,0.39,ADMIT,0.014,0.031,0.312,e11:-0.016;e35:-0.383;e38*:-0.383
3407,python_instructions,TB,2,5,1,40,0.63,HELDOUT,,,,e75:-0.106;e79*:-0.002
3408,python_instructions,TB,2,7,1,46,0.63,ADMIT,0.008,,0.135,e83:+0.011;e16*:+0.011
3409,python_instructions,TB,2,3,1,108,0.63,HELDOUT,,,,e18:+0.001;e19*:-0.010
3410,ultrachat,TA,3,41,2,128,0.44,ADMIT,0.014,,1.016,e15:-0.001;e17:+0.022;e37*:-0.063
3411,slimorca,TA,3,26,3,128,0.47,ADMIT,0.14,-0.007,0.594,e56:-0.056;e71:-0.097;e74*:-0.098
3412,github_code,TB,2,8,1,34,0.63,HELDOUT,,,,e59:-0.085;e63*:-0.085
3413,ai2_arc,TB,3,10,2,9,0.42,ADMIT,0.134,,0.0,e39:-0.326;e67:-0.090;e72*:-0.326
3414,gsm8k,TA,3,12,3,92,0.48,ADMIT,0.296,,0.738,e86:+0.004;e89:-0.001;e9*:-0.001
3415,slimorca,TA,2,8,2,61,0.45,ADMIT,0.027,0.019,1.266,e78:-0.170;e80*:-0.099
3416,python_instructions,TB,2,5,1,40,0.63,ADMIT,0.054,0.018,0.582,e65:-0.130;e75*:-0.103
3417,ultrachat,TA,3,52,2,128,0.41,ADMIT,0.035,,0.922,e82:-0.008;e15:-0.069;e17*:-0.079
3418,python_instructions,TB,2,3,1,128,0.62,HELDOUT,,,,e79:+0.006;e83*:-0.001
3419,slimorca,TB,3,16,2,128,0.45,HELDOUT,,,,e37:-0.002;e39:-0.002;e67*:-0.002
3420,metamath,TA,2,8,3,128,0.54,ADMIT,0.023,,0.205,e11:-0.033;e35*:-0.158
3421,camel_science,TA,2,4,2,2,0.52,REFUSE,,,2.906,e72:+1.656;e78*:+1.656
3422,slimorca,TA,2,10,3,57,0.45,HELDOUT,,,,e38:-0.069;e56*:-0.341
3423,github_code,TB,2,4,1,55,0.6,ADMIT,0.085,0.018,1.438,e16:-0.042;e18*:-0.062
3424,ai2_arc,TA,2,8,2,2,0.51,REFUSE,,,0.0,e80:-0.188;e82*:-0.062
3425,camel_science,TA,2,3,2,1,0.63,REFUSE,,,0.125,e15:-1.188;e17*:-5.188
3426,ultrachat,TA,3,22,2,87,0.39,ADMIT,0.035,,1.016,e37:-0.096;e39:-0.063;e67*:-0.042
3427,ultrachat,TA,3,72,2,128,0.4,ADMIT,0.029,,1.492,e72:-0.060;e78:-0.084;e80*:-0.068
3428,slimorca,TA,2,13,2,128,0.42,HELDOUT,,,,e82:-0.096;e15*:-0.138
3429,github_code,TB,2,12,1,75,0.56,HELDOUT,,,,e19:+0.023;e59*:-0.002
3430,ai2_arc,TA,2,11,2,13,0.41,HELDOUT,,,,e17:-0.072;e37*:-0.019
3431,python_instructions,TB,2,9,1,84,0.63,ADMIT,0.028,,0.107,e63:-0.016;e65*:-0.011
3432,python_instructions,TB,2,8,1,38,0.63,HELDOUT,,,,e75:-0.015;e79*:-0.066
3433,ai2_arc,TB,2,11,2,6,0.39,ADMIT,0.112,-0.007,0.0,e39:-0.156;e67*:+0.000
3434,slimorca,TA,2,9,2,115,0.47,ADMIT,0.215,-0.001,0.781,e72:-0.043;e78*:-0.067
3435,metamath,TA,2,8,3,128,0.53,ADMIT,0.353,-0.001,0.365,e71:-0.096;e74*:-0.088
3436,gsm8k,TB,2,12,0,128,0.55,ADMIT,0.289,,0.424,e61:-0.031;e96*:-0.029
3437,github_code,TB,2,5,1,75,0.62,ADMIT,0.225,-0.002,0.66,e83:+0.009;e16*:-0.011
3438,gsm8k,TB,2,12,0,128,0.49,ADMIT,0.692,,0.445,e97:-0.127;e4*:-0.085
3439,gsm8k,TA,2,13,2,128,0.53,ADMIT,0.22,0.0,0.633,e80:-0.095;e82*:-0.037
3440,python_instructions,TB,2,5,1,128,0.58,ADMIT,0.096,,0.465,e18:-0.017;e19*:-0.014
3441,gsm8k,TA,2,10,3,128,0.53,ADMIT,0.783,,0.34,e86:-0.087;e89*:-0.099
